"[disease of cellular proliferation (14566), disease of anatomical entity (7)]",[],[],[Neoplastic Process (T191)],"[DiseaseCodeDTO(vocabulary=NCI, code=C6794), DiseaseCodeDTO(vocabulary=DO, code=6270), DiseaseCodeDTO(vocabulary=MONDO, code=0003834), DiseaseCodeDTO(vocabulary=EFO, code=1001252), DiseaseCodeDTO(vocabulary=UMLS, code=C1333763)]",Gastric Cardia Cancer,3302.9844,"[DiseaseSynonymDTO(name=Gastric Cardia Cancer, isPTI=false), DiseaseSynonymDTO(name=Gastric Cardia Carcinoma, isPTI=true), DiseaseSynonymDTO(name=Cancer of Gastric Cardia, isPTI=false), DiseaseSynonymDTO(name=Cancer of the Gastric Cardia, isPTI=false), DiseaseSynonymDTO(name=Carcinoma of Cardia of Stomach, isPTI=false), DiseaseSynonymDTO(name=Carcinoma of Gastric Cardia, isPTI=false), DiseaseSynonymDTO(name=Carcinoma of the Cardia of the Stomach, isPTI=false), DiseaseSynonymDTO(name=Carcinoma of the Gastric Cardia, isPTI=false)]",disease
[],[],"[Neoplasms (C04), Urogenital Diseases (C12)]",[Neoplastic Process (T191)],"[DiseaseCodeDTO(vocabulary=UMLS, code=C0278577)]",Ca cervix stage III,3298.2085,"[DiseaseSynonymDTO(name=Ca cervix stage III, isPTI=false), DiseaseSynonymDTO(name=Carcinoma uterine cerix stage III, isPTI=false), DiseaseSynonymDTO(name=Cervical cancer stage III, isPTI=false), DiseaseSynonymDTO(name=Cervix carcinoma stage III, isPTI=false), DiseaseSynonymDTO(name=Cervix uteri cancer stage III, isPTI=false), DiseaseSynonymDTO(name=Carcinoma cervix stage III, isPTI=false), DiseaseSynonymDTO(name=Carcinoma uterine cervix stage III, isPTI=false), DiseaseSynonymDTO(name=Cervical carcinoma stage III, isPTI=false), DiseaseSynonymDTO(name=stage III cervical cancer, isPTI=false), DiseaseSynonymDTO(name=cancer of the cervix, stage III, isPTI=false), DiseaseSynonymDTO(name=carcinoma of the cervix, stage III, isPTI=false), DiseaseSynonymDTO(name=cervical cancer, stage III, isPTI=false), DiseaseSynonymDTO(name=cervix cancer, stage III, isPTI=false), DiseaseSynonymDTO(name=stage III cancer of the cervix, isPTI=false), DiseaseSynonymDTO(name=stage III carcinoma of the cervix, isPTI=false), DiseaseSynonymDTO(name=stage III cervix cancer, isPTI=false), DiseaseSynonymDTO(name=stage III uterine cervix cancer, isPTI=false), DiseaseSynonymDTO(name=uterine cervical cancer, stage III, isPTI=false), DiseaseSynonymDTO(name=uterine cervix cancer, stage III, isPTI=false)]",disease
[],[],"[Digestive System Diseases (C06), Neoplasms (C04)]",[Neoplastic Process (T191)],"[DiseaseCodeDTO(vocabulary=EFO, code=1001480), DiseaseCodeDTO(vocabulary=UMLS, code=C4721579)]",metastatic colorectal cancer,3293.1504,"[DiseaseSynonymDTO(name=metastatic colorectal cancer, isPTI=true), DiseaseSynonymDTO(name=Colorectal cancer metastatic, isPTI=true), DiseaseSynonymDTO(name=Metastasis from malignant neoplasm of colon and/or rectum, isPTI=false), DiseaseSynonymDTO(name=Metastasis from malignant neoplasm of colon and/or rectum (disorder), isPTI=false)]",disease
"[disease of cellular proliferation (14566), disease of anatomical entity (7)]",[],"[Nervous System Diseases (C10), Neoplasms (C04)]",[Neoplastic Process (T191)],"[DiseaseCodeDTO(vocabulary=MSH, code=D015173), DiseaseCodeDTO(vocabulary=NCI, code=C4964), DiseaseCodeDTO(vocabulary=DO, code=1659), DiseaseCodeDTO(vocabulary=MONDO, code=0002071), DiseaseCodeDTO(vocabulary=UMLS, code=C0751589)]",MALIGNANT SUPRATENTORIAL NEOPL,3291.1743,"[DiseaseSynonymDTO(name=MALIGNANT SUPRATENTORIAL NEOPL, isPTI=false), DiseaseSynonymDTO(name=SUPRATENTORIAL NEOPL MALIGNANT, isPTI=false), DiseaseSynonymDTO(name=Cancers, Supratentorial, isPTI=false), DiseaseSynonymDTO(name=Supratentorial Cancer, isPTI=false), DiseaseSynonymDTO(name=Supratentorial Cancers, isPTI=false), DiseaseSynonymDTO(name=Malignant Supratentorial Neoplasm, isPTI=false), DiseaseSynonymDTO(name=Neoplasm, Malignant Supratentorial, isPTI=false), DiseaseSynonymDTO(name=Neoplasms, Malignant Supratentorial, isPTI=false), DiseaseSynonymDTO(name=Supratentorial Neoplasm, Malignant, isPTI=false), DiseaseSynonymDTO(name=Malignant neoplasm of supratentorial NOS, isPTI=false), DiseaseSynonymDTO(name=Supratentorial Neoplasms, Malignant, isPTI=false), DiseaseSynonymDTO(name=Malignant Supratentorial Neoplasms, isPTI=false), DiseaseSynonymDTO(name=Malignant Supratentorial Brain Tumor, isPTI=false), DiseaseSynonymDTO(name=Malignant Supratentorial Tumor, isPTI=false), DiseaseSynonymDTO(name=Cancer, Supratentorial, isPTI=false)]",disease
"[syndrome (225), genetic disease (630)]",[],"[Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16), Digestive System Diseases (C06), Nutritional and Metabolic Diseases (C18), Neoplasms (C04)]",[Disease or Syndrome (T047)],"[DiseaseCodeDTO(vocabulary=OMIM, code=614350), DiseaseCodeDTO(vocabulary=MSH, code=C563456), DiseaseCodeDTO(vocabulary=OMIM, code=600678), DiseaseCodeDTO(vocabulary=DO, code=0070272), DiseaseCodeDTO(vocabulary=MONDO, code=0013710), DiseaseCodeDTO(vocabulary=UMLS, code=C1833477)]","COLORECTAL CANCER, HEREDITARY NONPOLYPOSIS, TYPE 5",3284.594,"[DiseaseSynonymDTO(name=COLORECTAL CANCER, HEREDITARY NONPOLYPOSIS, TYPE 5, isPTI=false), DiseaseSynonymDTO(name=HNPCC5, isPTI=false), DiseaseSynonymDTO(name=LYNCH SYNDROME 5, isPTI=false), DiseaseSynonymDTO(name=LYNCH5, isPTI=false)]",disease
"[syndrome (225), genetic disease (630)]",[],"[Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16), Digestive System Diseases (C06), Nutritional and Metabolic Diseases (C18), Neoplasms (C04)]",[Disease or Syndrome (T047)],"[DiseaseCodeDTO(vocabulary=OMIM, code=614337), DiseaseCodeDTO(vocabulary=MSH, code=C563971), DiseaseCodeDTO(vocabulary=OMIM, code=600259), DiseaseCodeDTO(vocabulary=DO, code=0070275), DiseaseCodeDTO(vocabulary=MONDO, code=0013699), DiseaseCodeDTO(vocabulary=UMLS, code=C1838333)]","COLORECTAL CANCER, HEREDITARY NONPOLYPOSIS, TYPE 4",3284.594,"[DiseaseSynonymDTO(name=COLORECTAL CANCER, HEREDITARY NONPOLYPOSIS, TYPE 4, isPTI=false), DiseaseSynonymDTO(name=HNPCC4, isPTI=false), DiseaseSynonymDTO(name=LYNCH SYNDROME 4, isPTI=false), DiseaseSynonymDTO(name=LYNCH4, isPTI=false)]",disease
[],[],"[Neoplasms (C04), Urogenital Diseases (C12)]",[Neoplastic Process (T191)],"[DiseaseCodeDTO(vocabulary=NCI, code=C114933), DiseaseCodeDTO(vocabulary=MONDO, code=0056814), DiseaseCodeDTO(vocabulary=UMLS, code=C3898877)]",Hormone-Resistant Prostate Carcinoma,3271.487,"[DiseaseSynonymDTO(name=Hormone-Resistant Prostate Carcinoma, isPTI=true), DiseaseSynonymDTO(name=Hormone-Resistant Prostate Cancer, isPTI=false)]",disease
"[disease of cellular proliferation (14566), disease of anatomical entity (7)]",[],"[Neoplasms (C04), Urogenital Diseases (C12)]",[Neoplastic Process (T191)],"[DiseaseCodeDTO(vocabulary=NCI, code=C4866), DiseaseCodeDTO(vocabulary=DO, code=1294), DiseaseCodeDTO(vocabulary=ORDO, code=494418), DiseaseCodeDTO(vocabulary=MONDO, code=0005215), DiseaseCodeDTO(vocabulary=EFO, code=0002921), DiseaseCodeDTO(vocabulary=UMLS, code=C0677055)]",CARCINOMA OF VULVA,3269.5947,"[DiseaseSynonymDTO(name=CARCINOMA OF VULVA, isPTI=false), DiseaseSynonymDTO(name=carcinoma of vulva (diagnosis), isPTI=false), DiseaseSynonymDTO(name=vulvar carcinoma, isPTI=false), DiseaseSynonymDTO(name=cancer vulva, isPTI=false), DiseaseSynonymDTO(name=vulva carcinoma, isPTI=false), DiseaseSynonymDTO(name=cancer vulvar, isPTI=false), DiseaseSynonymDTO(name=carcinoma vulvar, isPTI=false), DiseaseSynonymDTO(name=carcinoma of the vulva, isPTI=false), DiseaseSynonymDTO(name=carcinoma vulva, isPTI=false), DiseaseSynonymDTO(name=vulva cancer, isPTI=false), DiseaseSynonymDTO(name=vulvar cancer, isPTI=true), DiseaseSynonymDTO(name=Cancer of Vulva, isPTI=false), DiseaseSynonymDTO(name=Cancer of the Vulva, isPTI=false)]",disease
[],[],[],[Neoplastic Process (T191)],"[DiseaseCodeDTO(vocabulary=NCI, code=C4034), DiseaseCodeDTO(vocabulary=UMLS, code=C0863183)]",Larnyx carcinoma recurrent,3263.4758,"[DiseaseSynonymDTO(name=Larnyx carcinoma recurrent, isPTI=false), DiseaseSynonymDTO(name=Recurrent Laryngeal Cancer, isPTI=false), DiseaseSynonymDTO(name=Recurrent Laryngeal Carcinoma, isPTI=true), DiseaseSynonymDTO(name=Carcinoma larynx recurrent, isPTI=false), DiseaseSynonymDTO(name=Carcinoma of larynx recurrent, isPTI=false), DiseaseSynonymDTO(name=Larynx carcinoma recurrent, isPTI=false), DiseaseSynonymDTO(name=Relapsed Laryngeal Carcinoma, isPTI=false), DiseaseSynonymDTO(name=Relapsed Carcinoma of Larynx, isPTI=false), DiseaseSynonymDTO(name=Recurrent Carcinoma of Larynx, isPTI=false), DiseaseSynonymDTO(name=Recurrent Larynx Cancer, isPTI=false), DiseaseSynonymDTO(name=Relapsed Larynx Carcinoma, isPTI=false), DiseaseSynonymDTO(name=Recurrent Larynx Carcinoma, isPTI=false), DiseaseSynonymDTO(name=Relapsed Carcinoma of the Larynx, isPTI=false), DiseaseSynonymDTO(name=Recurrent Carcinoma of the Larynx, isPTI=false), DiseaseSynonymDTO(name=laryngeal cancer, recurrent, isPTI=false), DiseaseSynonymDTO(name=larynx cancer, recurrent, isPTI=false)]",disease
[],[],[],[Neoplastic Process (T191)],"[DiseaseCodeDTO(vocabulary=NCI, code=C9205), DiseaseCodeDTO(vocabulary=UMLS, code=C4551765)]",Stage III Cervical Cancer AJCC v6,3261.1746,"[DiseaseSynonymDTO(name=Stage III Cervical Cancer AJCC v6, isPTI=false), DiseaseSynonymDTO(name=Stage III Cervical Cancer AJCC v7, isPTI=false), DiseaseSynonymDTO(name=Stage III Cervical Cancer, isPTI=false), DiseaseSynonymDTO(name=Stage III Cervical Cancer AJCC v6 and v7, isPTI=true), DiseaseSynonymDTO(name=FIGO Stage III Carcinoma of Cervix Uteri, isPTI=false), DiseaseSynonymDTO(name=FIGO Stage III Carcinoma of Cervix, isPTI=false), DiseaseSynonymDTO(name=FIGO Stage III Carcinoma of Uterine Cervix, isPTI=false), DiseaseSynonymDTO(name=FIGO Stage III Carcinoma of the Cervix Uteri, isPTI=false), DiseaseSynonymDTO(name=FIGO Stage III Carcinoma of the Cervix, isPTI=false), DiseaseSynonymDTO(name=FIGO Stage III Carcinoma of the Uterine Cervix, isPTI=false), DiseaseSynonymDTO(name=FIGO Stage III Cervical Carcinoma, isPTI=false), DiseaseSynonymDTO(name=FIGO Stage III Cervix Carcinoma, isPTI=false), DiseaseSynonymDTO(name=FIGO Stage III Cervix Uteri Carcinoma, isPTI=false), DiseaseSynonymDTO(name=FIGO Stage III Uterine Cervix Carcinoma, isPTI=false), DiseaseSynonymDTO(name=Cervical Cancer Stage III, isPTI=false), DiseaseSynonymDTO(name=Cervical Carcinoma Stage III, isPTI=false)]",disease
[],[],"[Neoplasms (C04), Respiratory Tract Diseases (C08)]",[Neoplastic Process (T191)],"[DiseaseCodeDTO(vocabulary=NCI, code=C9050), DiseaseCodeDTO(vocabulary=UMLS, code=C0278727)]",Small cell lung cancer recurrent,3260.105,"[DiseaseSynonymDTO(name=Small cell lung cancer recurrent, isPTI=true), DiseaseSynonymDTO(name=Recurrent Lung Small Cell Carcinoma, isPTI=true), DiseaseSynonymDTO(name=Recurrent Small Cell Lung Carcinoma, isPTI=false), DiseaseSynonymDTO(name=recurrent small cell lung cancer, isPTI=false), DiseaseSynonymDTO(name=SCLC, recurrent, isPTI=false), DiseaseSynonymDTO(name=lung cancer, recurrent small cell, isPTI=false), DiseaseSynonymDTO(name=oat cell lung cancer, recurrent, isPTI=false), DiseaseSynonymDTO(name=small cell lung cancer, recurrent, isPTI=false), DiseaseSynonymDTO(name=recurrent SCLC, isPTI=false), DiseaseSynonymDTO(name=Recurrent Small Cell Carcinoma of Lung, isPTI=false), DiseaseSynonymDTO(name=Recurrent Small Cell Carcinoma of the Lung, isPTI=false), DiseaseSynonymDTO(name=Relapsed Small Cell Carcinoma of Lung, isPTI=false), DiseaseSynonymDTO(name=Relapsed Small Cell Carcinoma of the Lung, isPTI=false), DiseaseSynonymDTO(name=Relapsed Small Cell Lung Cancer, isPTI=false), DiseaseSynonymDTO(name=Relapsed Small Cell Lung Carcinoma, isPTI=false)]",disease
[],[],"[Neoplasms (C04), Skin and Connective Tissue Diseases (C17)]",[Neoplastic Process (T191)],"[DiseaseCodeDTO(vocabulary=UMLS, code=C2216702)]",malignant neoplasm of breast staging (diagnosis),3259.5525,"[DiseaseSynonymDTO(name=malignant neoplasm of breast staging (diagnosis), isPTI=false), DiseaseSynonymDTO(name=malignant neoplasm of breast staging, isPTI=true), DiseaseSynonymDTO(name=malignant breast neoplasm staging, isPTI=false), DiseaseSynonymDTO(name=malignant tumor of breast staging, isPTI=false), DiseaseSynonymDTO(name=breast cancer staging, isPTI=false), DiseaseSynonymDTO(name=stage breast cancer, isPTI=false), DiseaseSynonymDTO(name=breast cancer staged, isPTI=false), DiseaseSynonymDTO(name=breast cancer stages, isPTI=false), DiseaseSynonymDTO(name=breast cancer stage, isPTI=true), DiseaseSynonymDTO(name=stage, breast cancer, isPTI=false)]",disease
[],[],[],[Neoplastic Process (T191)],"[DiseaseCodeDTO(vocabulary=NCI, code=C5455), DiseaseCodeDTO(vocabulary=UMLS, code=C1336178)]",Stage IIB Breast Carcinoma,3257.8425,"[DiseaseSynonymDTO(name=Stage IIB Breast Carcinoma, isPTI=false), DiseaseSynonymDTO(name=Stage IIB Breast Cancer AJCC v7, isPTI=false), DiseaseSynonymDTO(name=Stage IIB Breast Cancer AJCC v6, isPTI=false), DiseaseSynonymDTO(name=Stage IIB Breast Cancer AJCC v6 and v7, isPTI=true), DiseaseSynonymDTO(name=Stage IIB Breast Cancer, isPTI=false), DiseaseSynonymDTO(name=breast carcinoma stage IIB, isPTI=false), DiseaseSynonymDTO(name=Breast Cancer Stage IIB, isPTI=false)]",disease
"[disease of cellular proliferation (14566), disease of anatomical entity (7)]",[],"[Neoplasms (C04), Respiratory Tract Diseases (C08)]",[Neoplastic Process (T191)],"[DiseaseCodeDTO(vocabulary=ICD10, code=C38.3), DiseaseCodeDTO(vocabulary=MSH, code=D008479), DiseaseCodeDTO(vocabulary=ICD9CM, code=164.9), DiseaseCodeDTO(vocabulary=NCI, code=C3549), DiseaseCodeDTO(vocabulary=DO, code=5559), DiseaseCodeDTO(vocabulary=MONDO, code=0005843), DiseaseCodeDTO(vocabulary=EFO, code=0007362), DiseaseCodeDTO(vocabulary=UMLS, code=C0153504)]","Malignant neoplasm of mediastinum, part unspecified",3249.8044,"[DiseaseSynonymDTO(name=Malignant neoplasm of mediastinum, part unspecified, isPTI=false), DiseaseSynonymDTO(name=Mediastinum, part unspecified, isPTI=false), DiseaseSynonymDTO(name=Malignant neoplasm of mediastinum, isPTI=false), DiseaseSynonymDTO(name=malignant neoplasm of mediastinum (diagnosis), isPTI=false), DiseaseSynonymDTO(name=Mediastinal neoplasms malignant, isPTI=false), DiseaseSynonymDTO(name=Cancer, Mediastinal, isPTI=false), DiseaseSynonymDTO(name=Cancers, Mediastinal, isPTI=false), DiseaseSynonymDTO(name=Mediastinal Cancers, isPTI=false), DiseaseSynonymDTO(name=Cancers, Mediastinum, isPTI=false), DiseaseSynonymDTO(name=Mediastinum Cancers, isPTI=false), DiseaseSynonymDTO(name=malignant tumor of mediastinum, isPTI=false), DiseaseSynonymDTO(name=Mal neo mediastinum NOS, isPTI=false), DiseaseSynonymDTO(name=mediastinum cancer, isPTI=false), DiseaseSynonymDTO(name=mediastinal cancer, isPTI=true), DiseaseSynonymDTO(name=cancer mediastinal, isPTI=false), DiseaseSynonymDTO(name=Cancer, Mediastinum, isPTI=false), DiseaseSynonymDTO(name=[X]Malignant neoplasm of mediastinum, part unspecified, isPTI=false), DiseaseSynonymDTO(name=[X]Malignant neoplasm of mediastinum, part unspecified (disorder), isPTI=false), DiseaseSynonymDTO(name=Malignant mediastinal neoplasm, isPTI=false), DiseaseSynonymDTO(name=Malignant mediastinal neoplasm NOS, isPTI=false), DiseaseSynonymDTO(name=Malignant mediastinal tumour, isPTI=false), DiseaseSynonymDTO(name=Malignant mediastinal tumor, isPTI=false), DiseaseSynonymDTO(name=Cancer of the Mediastinum, isPTI=false), DiseaseSynonymDTO(name=malignant tumor of the mediastinum, isPTI=false), DiseaseSynonymDTO(name=malignant neoplasm of the mediastinum, isPTI=false), DiseaseSynonymDTO(name=cancer of mediastinum, isPTI=false), DiseaseSynonymDTO(name=Malignant tumour of mediastinum, isPTI=false), DiseaseSynonymDTO(name=Malignant tumor of mediastinum (disorder), isPTI=false), DiseaseSynonymDTO(name=Malignant neoplasm of mediastinum, NOS, isPTI=false)]",disease
"[disease of cellular proliferation (14566), disease of anatomical entity (7)]",[],"[Nervous System Diseases (C10), Neoplasms (C04)]",[Neoplastic Process (T191)],"[DiseaseCodeDTO(vocabulary=ICD10, code=C71), DiseaseCodeDTO(vocabulary=MSH, code=D001932), DiseaseCodeDTO(vocabulary=ICD10, code=C71.9), DiseaseCodeDTO(vocabulary=ICD9CM, code=191.9), DiseaseCodeDTO(vocabulary=NCI, code=C3568), DiseaseCodeDTO(vocabulary=ICD9CM, code=191), DiseaseCodeDTO(vocabulary=DO, code=1319), DiseaseCodeDTO(vocabulary=MONDO, code=0001657), DiseaseCodeDTO(vocabulary=EFO, code=0000519), DiseaseCodeDTO(vocabulary=EFO, code=0000630), DiseaseCodeDTO(vocabulary=EFO, code=0000632), DiseaseCodeDTO(vocabulary=EFO, code=0002499), DiseaseCodeDTO(vocabulary=EFO, code=0002500), DiseaseCodeDTO(vocabulary=EFO, code=0002501), DiseaseCodeDTO(vocabulary=EFO, code=0003833), DiseaseCodeDTO(vocabulary=EFO, code=0004986), DiseaseCodeDTO(vocabulary=EFO, code=1000477), DiseaseCodeDTO(vocabulary=UMLS, code=C0153633)]",Malignant neoplasm of brain,3249.4844,"[DiseaseSynonymDTO(name=Malignant neoplasm of brain, isPTI=false), DiseaseSynonymDTO(name=Malignant Brain Neoplasm, isPTI=false), DiseaseSynonymDTO(name=Malignant neoplasm of brain, unspecified, isPTI=false), DiseaseSynonymDTO(name=Brain, unspecified, isPTI=false), DiseaseSynonymDTO(name=MALIGNANT NEOPL BRAIN, isPTI=false), DiseaseSynonymDTO(name=NEOPL BRAIN MALIGNANT, isPTI=false), DiseaseSynonymDTO(name=BRAIN NEOPL MALIGNANT, isPTI=false), DiseaseSynonymDTO(name=Malignant neoplasm of brain (disorder), isPTI=false), DiseaseSynonymDTO(name=malignant neoplasm of brain (diagnosis), isPTI=false), DiseaseSynonymDTO(name=brain cancer (diagnosis), isPTI=false), DiseaseSynonymDTO(name=brain cancer, isPTI=true), DiseaseSynonymDTO(name=malignant brain tumor, isPTI=false), DiseaseSynonymDTO(name=Brain Cancers, isPTI=false), DiseaseSynonymDTO(name=Brain Malignant Neoplasm, isPTI=false), DiseaseSynonymDTO(name=Brain Malignant Neoplasms, isPTI=false), DiseaseSynonymDTO(name=Brain Neoplasm, Malignant, isPTI=false), DiseaseSynonymDTO(name=Malignant Brain Neoplasms, isPTI=false), DiseaseSynonymDTO(name=Malignant Neoplasm, Brain, isPTI=false), DiseaseSynonymDTO(name=cancer of brain, isPTI=false), DiseaseSynonymDTO(name=malignant tumor of brain, isPTI=false), DiseaseSynonymDTO(name=Malig neo brain NOS, isPTI=false), DiseaseSynonymDTO(name=brain malignant tumors, isPTI=false), DiseaseSynonymDTO(name=brain ca, isPTI=false), DiseaseSynonymDTO(name=ca brain, isPTI=false), DiseaseSynonymDTO(name=cancer of the brain, isPTI=false), DiseaseSynonymDTO(name=Cancer, Brain, isPTI=false), DiseaseSynonymDTO(name=Malignant neoplasm of brain NOS (disorder), isPTI=false), DiseaseSynonymDTO(name=Malignant brain tumour (disorder), isPTI=false), DiseaseSynonymDTO(name=Malignant brain tumour, isPTI=false), DiseaseSynonymDTO(name=Malignant neoplasm of brain NOS, isPTI=false), DiseaseSynonymDTO(name=Brain--Cancer, isPTI=true), DiseaseSynonymDTO(name=Malignant brain neoplasm NOS, isPTI=false), DiseaseSynonymDTO(name=Brain neoplasm malignant, isPTI=false), DiseaseSynonymDTO(name=Brain Neoplasms, Malignant, isPTI=false), DiseaseSynonymDTO(name=Malignant Neoplasms, Brain, isPTI=false), DiseaseSynonymDTO(name=Neoplasms, Brain, Malignant, isPTI=false), DiseaseSynonymDTO(name=Malignant neoplasm of brain, NOS, isPTI=false), DiseaseSynonymDTO(name=Malignant Neoplasm of the Brain, isPTI=false), DiseaseSynonymDTO(name=Malignant Tumor of the Brain, isPTI=false), DiseaseSynonymDTO(name=Neoplasm malig;brain, isPTI=true), DiseaseSynonymDTO(name=malignant neosplasm of the brain, isPTI=false)]",disease
"[syndrome (225), genetic disease (630)]",[],"[Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16), Digestive System Diseases (C06), Nutritional and Metabolic Diseases (C18), Neoplasms (C04)]",[Disease or Syndrome (T047)],"[DiseaseCodeDTO(vocabulary=OMIM, code=613244), DiseaseCodeDTO(vocabulary=MSH, code=C567685), DiseaseCodeDTO(vocabulary=OMIM, code=185535), DiseaseCodeDTO(vocabulary=DO, code=0070270), DiseaseCodeDTO(vocabulary=MONDO, code=0013196), DiseaseCodeDTO(vocabulary=UMLS, code=C2750471)]",HNPCC8,3247.4326,"[DiseaseSynonymDTO(name=HNPCC8, isPTI=false), DiseaseSynonymDTO(name=COLORECTAL CANCER, HEREDITARY NONPOLYPOSIS, TYPE 8, isPTI=false), DiseaseSynonymDTO(name=LYNCH8, isPTI=false), DiseaseSynonymDTO(name=LYNCH SYNDROME 8, isPTI=false)]",disease
[],[],"[Neoplasms (C04), Endocrine System Diseases (C19), Urogenital Diseases (C12)]",[Neoplastic Process (T191)],"[DiseaseCodeDTO(vocabulary=NCI, code=C25771), DiseaseCodeDTO(vocabulary=UMLS, code=C1096715)]",Testicular cancer metastatic,3239.8118,"[DiseaseSynonymDTO(name=Testicular cancer metastatic, isPTI=true), DiseaseSynonymDTO(name=Metastatic Malignant Testicular Germ Cell Tumor, isPTI=true), DiseaseSynonymDTO(name=Metastatic Testicular Cancer, isPTI=false)]",disease
